Year,WhenTaking,InformationReasonableTime,AtmosphereWelcoming,LearnedSkills,Material,Recommend,Worth,Pace,HandsOn,TrainersClearAnswers,TrainersConsiderate,TrainersCommunicators,TrainersEnthusiastic,CommentsAboutTrain,NewInformation,AssessmentPre,FeedbackPre,NovicePre,MemoryPre,CognitiveLoadPre,CarpentriesPre,MotivationPre,BackwardsDesignPre,CognitionPre,AssessmentPost,FeedbackPost,NovicePost,MemoryPost,CognitiveLoadPost,CarpentriesPost,MotivationPost,BackwardsDesignPost,CognitionPost,AssessmentMotivation,FeedbackMotivation,NoviceMotivation,MemoryMotivation,CognitiveLoadMotivation,CarpentriesMotivation,Motivation,BackwardsDesignMotivation,CognitionMotivation,LiveCodingBefore,LiveCodingAfter,WebsiteBefore,WebsiteAfter,ConceptMapsBefore,ConceptMapsAfter,MCQBefore,MCQAfter,LearningObjectivesBefore,LearningObjectivesAfter,CompleteTraining,CompleteTrainingOther,Position,PositionOther,Domain,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,DomainOther,WorkshopLocation,Race,RaceOther,Gender,LikelyToRecommend,BestPartComments,ImprovingComments
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly slow,Slightly too much lecture,Sometimes,Often,Sometimes,Often,,Some of it,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,N/A - Not covered at this workshop,N/A - Not covered at this workshop,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,No change in motivation,Yes,Confidence increased slightly,No,Confidence increased slightly,Yes,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,Could use some more details,,Post-doctoral researcher,,,,,,,,,,,Mathematics/statistics,,,,,,,,Yes,White,,Female,5,,
2017,"I have just completed the training, and am taking it at the event",Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Slightly slow,Slightly too much lecture,Often,All of the time,Often,All of the time,,About half of it,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,No change in motivation,More motivated,No change in motivation,No change in motivation,More motivated,More motivated,No change in motivation,No change in motivation,More motivated,Yes,,Maybe,,No,,Yes,,Yes,,"Yes, I understand",,Research staff (including research programmer),,,,,,High performance computing,,,,,,,,,,,,,Yes,White,,Male,9,,
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Just right,Too much hands-on,All of the time,Often,Often,Often,,About half of it,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,More motivated,More motivated,Slightly less motivated,Much more motivated,More motivated,More motivated,No change in motivation,No change in motivation,No change in motivation,Yes,No change in confidence,No,Confidence increased a bit,Maybe,No change in confidence,No,Confidence increased greatly,Yes,No change in confidence,Could use some more details,,Faculty,,,,,,,,,,,,,,"Planetary sciences (geology, climatology, oceanography, etc.)",,,,,Yes,White,,Female,7,hands-on exercise,be more considerate of people's comfort level to participate in exercises - writing in the etherpad or preparing alone at home may be easier for some participants.
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Too slow,Balanced (lecture/hands-on),Often,Often,Sometimes,Often,,Some of it,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Knowledge increased slightly,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,No increase in my knowledge,Knowledge increased a great deal,No increase in my knowledge,Knowledge increased slightly,No increase in my knowledge,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,No change in motivation,Yes,No change in confidence,Maybe,No change in confidence,Maybe,No change in confidence,Yes,No change in confidence,Yes,No change in confidence,"Yes, I understand",,Support staff (including technical support),,,,,,,,,,,,,,,,,,,Yes,White,,Male,6,,
2017,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,Often,All of the time,Often,All of the time,,About half of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,No change in motivation,More motivated,No change in motivation,No change in motivation,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,Yes,No change in confidence,No,Confidence increased a bit,No,Confidence increased a bit,Yes,Confidence increased slightly,No,Confidence increased a bit,"Yes, I understand",,Support staff (including technical support),,,,,,,,,,Library and information science,,,,,,,,,Yes,White,,Male,10,,
2017,"I have just completed the training, and am taking it at the event",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,All of the time,All of the time,,Some of it,Some knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,More motivated,Much more motivated,No change in motivation,No change in motivation,No change in motivation,Much more motivated,More motivated,No change in motivation,No change in motivation,Yes,Confidence increased a bit,Yes,Confidence increased a bit,Yes,Confidence increased a bit,No,Confidence increased a bit,Yes,Confidence increased a bit,"Yes, I understand",,Librarian/archivist,,,,,,,Humanities,,,,,,,,,,,,Yes,White,,Male,8,,
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Just right,Balanced (lecture/hands-on),Sometimes,All of the time,Often,Sometimes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,"I have just completed the training, and am taking it at the event",Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Just right,Balanced (lecture/hands-on),Often,All of the time,Often,All of the time,,About half of it,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Extensive knowledge of topic,Extensive knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,More motivated,More motivated,More motivated,More motivated,More motivated,Much more motivated,Much more motivated,More motivated,More motivated,Maybe,Confidence increased greatly,No,Confidence increased greatly,No,Confidence increased a bit,Maybe,Confidence increased greatly,Maybe,Confidence increased greatly,"Yes, I understand",,Research staff (including research programmer),,,,,,High performance computing,,,,,,,Physics,,,,,,Yes,White,,Male,9,,
2017,"I have just completed the training, and am taking it at the event",Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Just right,Slightly too much lecture,Often,All of the time,All of the time,Often,,Some of it,Extensive knowledge of topic,Extensive knowledge of topic,Some knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased slightly,N/A - Not covered at this workshop,Knowledge increased slightly,No change in motivation,No change in motivation,More motivated,No change in motivation,No change in motivation,Much more motivated,No change in motivation,N/A - Topic not covered,More motivated,Yes,Confidence increased slightly,No,Confidence increased greatly,Yes,Confidence increased slightly,Yes,Confidence increased slightly,Yes,Confidence increased slightly,"Yes, I understand",,Graduate Student,,,,,,,,,,,,,,,,,,computer science,Yes,White,,Male,9,Hands on training,"More breaks, too much sitting"
2017,"I have just completed the training, and am taking it at the event",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Just right,Slightly too much lecture,All of the time,All of the time,All of the time,All of the time,,Most of it,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Some knowledge of topic,Some knowledge of topic,Little or no knowledge of topic,Little or no knowledge of topic,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased slightly,Knowledge increased slightly,Knowledge increased a great deal,Knowledge increased a great deal,Knowledge increased a great deal,N/A - Not covered at this workshop,N/A - Not covered at this workshop,More motivated,More motivated,No change in motivation,More motivated,More motivated,More motivated,More motivated,N/A - Topic not covered,N/A - Topic not covered,Maybe,Confidence increased greatly,No,Confidence increased a bit,No,Confidence increased slightly,Maybe,Confidence increased greatly,Maybe,Confidence increased a bit,"Yes, I understand",,Graduate Student,,,,,,,,,,,,,Physics,,,,Space sciences,,Yes,Asian,,Male,9,"Live coding was amazing! The papers/articles circulated by the instructors was really helpful, especially the one describing pair programming, media programming, etc.",I would appreciate more time for live coding and feedback
