slug,tag_name,month,year,day,attendance,fullname,administrator_id,country
2015-04-16-imperial,SWC,04,2015,16,18,Imperial College London,278,GB
2015-04-16-uvalib,SWC,04,2015,16,18,University of Virginia,343,US
2015-04-16-uvasom,SWC,04,2015,16,18,University of Virginia,173,US
2015-04-17-nw,SWC,04,2015,17,50,Northwestern University,173,US
2015-04-17-ucsb,SWC,04,2015,17,25,University of California Santa Barbara,173,US
2015-04-18-ASU,SWC,04,2015,18,38,Arizona State University,173,US
2015-04-18-UT-Arlington,SWC,04,2015,18,61,University of Texas Arlington,173,US
2015-04-22-UNO,SWC,04,2015,22,16,University of Nebraska - Omaha,343,US
2015-04-23-stanford,DC,04,2015,23,23,Stanford University,302,US
2015-04-27-wsu,SWC,04,2015,27,32,Washington State University,173,US
2015-04-29-pangyo,SWC,04,2015,29,3,Korea Radio Promotion Association,343,KR
2015-04-30-SFU,SWC,04,2015,30,57,Simon Fraser University,297,CA
2015-05-03-NDIC,DC,05,2015,03,40,NDIC,302,US
2015-05-04-lbl,SWC,05,2015,04,26,Lawrence Berkeley National Laboratory,173,US
2015-05-04-matlab,SWC,05,2015,04,17,University of Melbourne,232,AU
2015-05-04-swinpython,SWC,05,2015,04,28,Swinburne University of Technology,343,AU
2015-05-04-usfcms,SWC,05,2015,04,20,University of South Florida,173,US
2015-05-11-ttt-compute-canada,TTT,05,2015,11,22,Compute Canada,173,CA
2015-05-11-unm,SWC,05,2015,11,45,University of New Mexico,173,US
2015-05-11-westernu,SWC,05,2015,11,40,Western University,297,CA
2015-05-12-BUSM,SWC,05,2015,12,27,Boston University,173,US
2015-05-14-Stellenbosch,SWC,05,2015,14,32,Stellenbosch University,343,ZA
2015-05-14-wsu,DC,05,2015,14,40,University of Washington,302,US
2015-05-19-ou,SWC,05,2015,19,57,University of Oklahoma,173,US
2015-05-25-unimelb,SWC,05,2015,25,24,University of Melbourne,343,AU
2015-05-26-amnh,"SWC,unresponsive",05,2015,26,0,American Museum of Natural History,343,US
2015-05-27-FRB,SWC,05,2015,27,25,Federal Reserve Board,173,US
2015-05-27-SWC-MCRI,SWC,05,2015,27,32,Murdoch Childrens Research Institute,,AU
2015-05-27-osu,SWC,05,2015,27,47,Oklahoma State University,173,US
2015-05-27-ttt-msu,TTT,05,2015,27,26,Michigan State University,173,US
2015-05-28-monsanto,"SWC,unresponsive",05,2015,28,,Monsanto,343,US
2015-05-29-great-plains,DC,05,2015,29,22,Great Plains Network,302,US
2015-05-30-HASTAC,DC,05,2015,30,19,Michigan State University,302,US
2015-05-30-hastac-swc,SWC,05,2015,30,1,Michigan State University,173,US
2015-05-30-ufpr,SWC,05,2015,30,20,Universidade Federal do Paraná,173,BR
2015-06-02-Oslo,SWC,06,2015,02,25,University of Oslo,306,NO
2015-06-02-cern-lhcb,SWC,06,2015,02,40,CERN,173,CH
2015-06-03-wisc,SWC,06,2015,03,29,University of Wisconsin - Madison,173,US
2015-06-04-berkeley,SWC,06,2015,04,25,University of California Berkeley,343,US
2015-06-04-unicamp,SWC,06,2015,04,23,Universidade Estadual de Campinas,173,BR
2015-06-08-matlab,SWC,06,2015,08,22,University of Melbourne,232,AU
2015-06-08-ttt-online,"TTT,online",06,2015,08,23,Software Carpentry,173,W3
2015-06-09-nih,SWC,06,2015,09,20,National Institutes of Health,173,US
2015-06-10-sgpe,"SWC,unresponsive",06,2015,10,0,University of Edinburgh,343,GB
2015-06-12-ttt-iplant,"TTT,online",06,2015,12,26,iPlant,173,US
2015-06-15-cambridge,SWC,06,2015,15,38,University of Cambridge,278,GB
2015-06-15-cfmehu,SWC,06,2015,15,42,University of the Basque Country,306,ES
2015-06-15-uconn,SWC,06,2015,15,15,University of Connecticut,173,US
2015-06-16-ttt-aciref,TTT,06,2015,16,24,ACI-REF,173,US
2015-06-17-ucstorrs,SWC,06,2015,17,34,University of Connecticut,173,US
2015-06-18-StAndrews,SWC,06,2015,18,29,University of St. Andrews,278,GB
2015-06-18-otago,SWC,06,2015,18,32,University of Otago,131,NZ
2015-06-18-ucl,SWC,06,2015,18,20,University College London,200,GB
2015-06-19-labvis,SWC,06,2015,19,30,Universidade Federal do Ceará,173,BR
2015-06-22-caltech,SWC,06,2015,22,70,California Institute of Technology,173,US
2015-06-22-hawaii,SWC,06,2015,22,29,University of Hawaii,173,US
2015-06-22-psu,SWC,06,2015,22,40,Penn State,173,US
2015-06-22-vt,SWC,06,2015,22,41,Virginia Tech,173,US
2015-06-23-jackson,SWC,06,2015,23,33,Jackson Laboratory,173,US
2015-06-23-massey,SWC,06,2015,23,25,Massey University,131,NZ
2015-06-24-dc-utrecht,DC,06,2015,24,30,Uniersity of Utrecht,302,NL
2015-06-24-gatech,SWC,06,2015,24,29,Georgia Tech,173,US
2015-06-25-PNW,DC,06,2015,25,0,University of Oregon,302,US
2015-06-25-byu,SWC,06,2015,25,30,Brigham Young University,173,US
2015-06-25-jhu,SWC,06,2015,25,23,Johns Hopkins University,173,US
2015-06-25-nd,SWC,06,2015,25,29,University of Notre Dame,173,US
2015-06-25-uw,SWC,06,2015,25,33,University of Washington,264,US
2015-06-25-wise-toronto,"SWC,WiSE",06,2015,25,18,University of Toronto,173,CA
2015-06-29-DataScienceHobart,SWC,07,2015,03,50,Institute for Marine and Antarctic Studies,,AU
2015-06-29-qaeco-unimelb,SWC,06,2015,29,21,University of Melbourne,343,AU
2015-06-29-yonsei,SWC,06,2015,29,9,Yonsei University,307,KR
2015-06-30-FederalReserveBoard,DC,06,2015,30,30,Federal Reserve Board,,US
2015-07-02-UQ,SWC,07,2015,02,39,University of Queensland,343,AU
2015-07-02-monash,SWC,07,2015,02,35,Monash University,119,AU
2015-07-06-scipy,SWC,07,2015,06,22,SciPy Conference,343,US
2015-07-06-ucdavis,SWC,07,2015,06,40,University of California Davis,197,US
2015-07-09-berkeley,SWC,07,2015,09,20,University of California Berkeley,18,US
2015-07-09-vpl,LC,07,2015,09,23,West Vancouver Library,297,CA
2015-07-13-amos,SWC,07,2015,13,24,University of Queensland,343,AU
2015-07-13-ncsu,SWC,07,2015,13,33,North Carolina State University,173,US
2015-07-13-unimelb,SWC,07,2015,13,22,University of Melbourne,232,AU
2015-07-15-UNL,SWC,07,2015,15,43,University of Nebraska,343,US
2015-07-15-feltham,SWC,07,2015,15,25,Imperial College London,343,GB
2015-07-16-UCT,SWC,07,2015,16,52,University of Cape Town,343,ZA
2015-07-16-sickkids,SWC,07,2015,16,38,"Hospital for Sick Children, Toronto",173,CA
2015-07-20-perth,SWC,07,2015,20,19,Curtin University,343,AU
2015-07-22-JamesMadison,DC,07,2015,22,25,James Madison University,302,US
2015-07-22-harvard,SWC,07,2015,22,38,Harvard University,80,US
2015-07-22-ljubljana,DC,07,2015,20,29,University of Ljubljana,302,SI
2015-07-23-nist,SWC,07,2015,23,35,National Institute of Standards and Technology,343,US
2015-07-23-stanford,SWC,07,2015,23,21,Stanford University,173,US
2015-07-24-LSIUBC,SWC,07,2015,24,40,University of British Columbia,195,CA
2015-07-27-cern-webfest,SWC,07,2015,27,20,CERN,306,CH
2015-07-30-ASPB,DC,07,2015,30,40,American Society of Plant Biologists,302,US
2015-08-03-IBRC,SWC,08,2015,03,31,Diversity of the Indo-Pacific Network,343,ID
2015-08-04-asu,SWC,08,2015,04,36,Arizona State University,173,US
2015-08-05-UWS,SWC,08,2015,05,15,Intersect Australia,173,AU
2015-08-06-colorado,"SWC,unresponsive",08,2015,06,14,University of Colorado,173,US
2015-08-10-utk,SWC,08,2015,10,33,University of Tennessee Knoxville,173,US
2015-08-13-nmsu,SWC,08,2015,13,27,New Mexico State University,173,US
2015-08-17-ucdavis-wise,"SWC,WiSE",08,2015,17,44,University of California Davis,173,US
2015-08-19-ou,SWC,08,2015,19,31,University of Oklahoma,343,US
2015-08-19-zurich,"DC,unresponsive",08,2015,19,,University of Zurich,343,CH
2015-08-20-daejeon,SWC,08,2015,20,11,Fablab Tide Institute,343,KR
2015-08-20-msu,SWC,08,2015,20,12,Michigan State University,173,US
2015-08-20-ttu,SWC,08,2015,20,28,Texas Tech University,173,US
2015-08-20-vanderbilt,SWC,08,2015,20,40,Vanderbilt University,173,US
2015-08-21-northwestern,SWC,08,2015,21,46,Northwestern University,133,US
2015-08-24-Sloan-Kettering,DC,08,2015,24,41,Memorial Sloan Kettering Cancer Center,302,US
2015-08-24-isu,"DC,unresponsive",08,2015,24,0,Iowa State University,302,US
2015-08-24-stanford,SWC,08,2015,24,26,Stanford University,173,US
2015-08-24-vuw,SWC,08,2015,24,40,Victoria University of Wellington,131,NZ
2015-08-26-leeds,SWC,08,2015,26,23,University of Leeds,278,GB
2015-08-26-umswc,SWC,08,2015,26,20,University of Michigan,173,US
2015-08-26-uw-madison,SWC,08,2015,26,31,University of Wisconsin - Madison,343,US
2015-08-27-ualberta,SWC,08,2015,27,37,University of Alberta,173,CA
2015-08-27-unh,SWC,08,2015,27,23,University of New Hampshire,173,US
2015-08-31-UFBA,SWC,08,2015,24,14,"Universidade Federal da Bahia, Salvador",343,BR
2015-09-03-whoi,SWC,09,2015,03,37,Woods Hole Oceanographic Institute,173,US
2015-09-06-saeon,SWC,09,2015,06,25,Talarify,312,ZA
2015-09-07-clemson,SWC,09,2015,07,10,Clemson University,343,US
2015-09-07-guildford,SWC,09,2015,07,19,University of surrey,278,GB
2015-09-08-ccny-crest,SWC,09,2015,08,9,City University of New York,173,US
2015-09-08-ttt-online,"TTT,online",09,2015,08,18,Software Carpentry,173,W3
2015-09-10-CAM,DC,09,2015,10,39,University of Cambridge,278,GB
2015-09-10-SWC-ANU,SWC,09,2015,10,41,Australian National University,343,AU
2015-09-10-leeds,SWC,09,2015,10,22,University of Leeds,278,GB
2015-09-10-usp,SWC,09,2015,10,48,Universidade de Sao Paolo,343,BR
2015-09-14-ttt-leeds,TTT,09,2015,14,18,University of Leeds,173,GB
2015-09-15-chicago,SWC,09,2015,15,40,University of Chicago,343,US
2015-09-15-msu,SWC,09,2015,15,7,Michigan State University,173,US
2015-09-17-WSU,SWC,09,2015,17,17,Intersect Australia,343,AU
2015-09-17-indiana,SWC,09,2015,17,9,Indiana University,173,US
2015-09-17-southampton,SWC,09,2015,17,37,University of Southampton,278,GB
2015-09-19-uwaterloo,SWC,09,2015,19,75,University of Waterloo,297,CA
2015-09-21-Genentech,DC,09,2015,21,32,Genentech,302,US
2015-09-21-ttt-icl,TTT,09,2015,21,14,Imperial College London,278,GB
2015-09-22-ubc,SWC,09,2015,22,11,University of British Columbia,343,CA
2015-09-22-ucdavis,DC,09,2015,22,18,University of California Davis,197,US
2015-09-23-TDWG,DC,09,2015,23,30,TDWG,86,KE
2015-09-23-gfz-potsdam,SWC,09,2015,23,0,GFZ Potsdam,75,DE
2015-09-23-nist,SWC,09,2015,23,43,National Institute of Standards and Technology,343,US
2015-09-24-chicagobooth,SWC,09,2015,24,29,The University of Chicago Booth School of Business,173,US
2015-09-24-stsci,SWC,09,2015,24,23,Space Telescope Science Institute,343,US
2015-09-26-conestoga,SWC,09,2015,26,75,Conestoga College,297,CA
2015-09-28-UQ,SWC,09,2015,28,38,University of Queensland,241,AU
2015-09-28-oxford,SWC,09,2015,28,25,The Doctoral Training Programme in Environmental Research of the University of Oxford,278,GB
2015-09-28-umich,SWC,09,2015,28,17,University of Michigan,173,US
2015-09-28-unimelb-r-psychology,SWC,09,2015,28,23,University of Melbourne,343,AU
2015-10-01-CPCEMCR,SWC,10,2015,01,20,University of Sydney,343,AU
2015-10-01-JamesCookUni,SWC,10,2015,01,23,James Cook University,343,AU
2015-10-03-Krakow-techspace,SWC,10,2015,03,32,Tech Space ,306,PL
2015-10-03-jozihub,SWC,10,2015,03,4,Pycon South Africa,343,ZA
2015-10-03-ua-iplant,SWC,10,2015,03,74,iPlant,343,US
2015-10-05-ucalgary,SWC,10,2015,05,37,University of Calgary,173,CA
2015-10-06-UVM,SWC,10,2015,06,12,University of Vermont,343,US
2015-10-07-R-Data-Sydney,DC,10,2015,07,19,University of Sydney,343,AU
2015-10-08-ttt-ucl,TTT,10,2015,08,18,University College London,278,GB
2015-10-12-cecam-julich,SWC,10,2015,12,18, CECAM - Centre Européen de Calcul Atomique et Moléculaire,343,CH
2015-10-12-vt,SWC,10,2015,12,18,Virginia Tech,173,US
2015-10-15-ttt-online,"TTT,online",10,2015,15,48,Software Carpentry,173,W3
2015-10-17-IEEE-Python,SWC,10,2015,17,27,University of Melbourne,343,AU
2015-10-17-SFU,SWC,10,2015,17,30,Simon Fraser University,343,CA
2015-10-17-avida,SWC,10,2015,17,8,Michigan State University,343,US
2015-10-19-SWC-Acadia,SWC,10,2015,19,7,Acadia University,343,CA
2015-10-19-UMich,SWC,10,2015,19,22,University of Michigan,173,US
2015-10-19-hawaii,SWC,10,2015,19,30,University of Hawaii,173,US
2015-10-19-ualberta,SWC,10,2015,19,26,University of Alberta,297,CA
2015-10-21-gfz-potsdam,"SWC,unresponsive",10,2015,21,,GFZ Potsdam,75,DE
2015-10-21-jackson,SWC,10,2015,21,25,Jackson Laboratory,343,US
2015-10-22-uw,SWC,10,2015,22,29,University of Washington,343,US
2015-10-25-instructortraining-cracov,TTT,10,2015,25,13,Cyfronet,306,PL
2015-10-26-jackson,SWC,10,2015,26,22,Jackson Laboratory,173,US
2015-10-26-umanitoba,SWC,10,2015,26,13,University of Manitoba,297,CA
2015-10-27-SWC-Universite-Laval,SWC,10,2015,27,40,University of Laval,297,CA
2015-10-27-duke,SWC,10,2015,27,42,Duke University,343,US
2015-10-29-Leeds-DC,DC,10,2015,29,39,University of Leeds,278,GB
2015-11-02-DC-Brussels,"DC,unresponsive",11,2015,02,0,Belgian Science Policy (BELSPO),302,BE
2015-11-02-pnnl,SWC,11,2015,02,35,Pacific Northwest National Lab ,173,US
2015-11-03-albany,SWC,11,2015,03,32,New Zealand eScience Infrastructure,343,NZ
2015-11-04-ACUNS,DC,11,2015,04,9,Association of Canadian Universities for Northern Studies,357,US
2015-11-04-embl,SWC,11,2015,04,27,European Molecular Biology Laboratory,343,DE
2015-11-05-CSU,SWC,11,2015,05,5,Charles Sturt University,343,AU
2015-11-05-NWU,SWC,11,2015,05,43,Talarify,343,ZA
2015-11-05-UNL,SWC,11,2015,05,27,University of Nebraska,343,US
2015-11-05-nd,SWC,11,2015,05,12,University of Notre Dame,173,US
2015-11-05-umiami-Python,SWC,11,2015,05,27,University of Miami,173,US
2015-11-09-SWC-UQAM,SWC,11,2015,09,33,Université du Québec à Montréal,297,CA
2015-11-09-culham,SWC,11,2015,09,43,Culham Centre for Fusion Energy,278,GB
2015-11-09-london-royal-h-,SWC,11,2015,11,17,"Royal Holloway, University of London",278,GB
2015-11-09-manchester,SWC,11,2015,09,9,University of Manchester,278,GB
2015-11-10-UCL_software_carpentry,SWC,11,2015,10,21,University College London,278,GB
2015-11-11-northwestern,SWC,11,2015,11,35,Northwestern University,173,US
2015-11-11-nyu-med,"SWC,WiSE",11,2015,11,25,New York University,173,US
2015-11-16-iastate,SWC,11,2015,16,17,Iowa State University,173,US
2015-11-16-manchester-codima,SWC,11,2015,16,22,University of Manchester,278,GB
2015-11-17-tatuy,SWC,11,2015,17,12,Colegio Universitario Hotel Escuela de los Andes Venezolanos,343,VE
2015-11-19-eitn,SWC,11,2015,19,29,The European Institute for Theoretical Neuroscience (EITN),343,FR
2015-11-19-umiami-R,SWC,11,2015,19,19,University of Miami,173,US
2015-11-19-utoronto,SWC,11,2015,19,38,University of Toronto,173,CA
2015-11-20-NVI,SWC,11,2015,20,13,Norwegian Veterinary Institute,343,NO
2015-11-20-ucsf-Python,SWC,11,2015,20,34,University of California San Francisco,173,US
2015-11-20-ucsf-R,SWC,11,2015,20,30,University of California San Francisco,173,US
2015-11-23-caltech,DC,11,2015,23,28,California Institute of Technology,302,US
2015-11-23-ccrc,SWC,11,2015,22,30,University of New South Wales,343,AU
2015-11-23-instructor-training-manchester,TTT,11,2015,23,25,Software Carpentry,173,GB
2015-11-25-edinburgh,SWC,11,2015,25,40,University of Edinburgh,278,GB
2015-11-25-helsinki,SWC,11,2015,25,34,University of Helsinki,306,FI
2015-11-26-adelaide-python,SWC,11,2015,26,42,University of Adelaide,343,AU
2015-11-26-lincoln,SWC,11,2015,26,39,New Zealand eScience Infrastructure,343,NZ
2015-11-30-swc_data,SWC,11,2015,30,35,"Science Life Lab, Stockholm",173,SE
2015-12-01-uow,SWC,12,2015,01,14,University of Wollongong,343,AU
2015-12-02-Oslo,SWC,12,2015,02,17,University of Oslo,343,NO
2015-12-07-Python-for-Science,SWC,12,2015,07,38,University of Melbourne,343,AU
2015-12-07-eu-instructor-training,"TTT,online",12,2015,07,15,Software Carpentry,173,W3
2015-12-07-na-instructor-training,"TTT,online",12,2015,07,22,Software Carpentry,173,W3
2015-12-07-rijkzwaan,DC,12,2015,07,15,Rijkzwaan,355,NL
2015-12-07-ttt-Au,"TTT,online",12,2015,07,4,Software Carpentry,173,W3
2015-12-07-ttt-toronto,"TTT,online",12,2015,07,17,Software Carpentry,173,W3
2015-12-08-USYD,SWC,12,2015,08,22,University of Sydney,343,AU
2015-12-09-TRI,SWC,12,2015,09,24,Translational Research Institute,343,AU
2015-12-10-OklahomaStateLibraries,SWC,12,2015,10,32,University of Oklahoma,343,US
2015-12-14-NIH,"SWC,unresponsive",12,2015,14,0,National Institutes of Health,343,US
2015-12-14-Portsmouth,SWC,12,2015,14,28,University of Portsmouth,278,GB
2015-12-14-Python-for-Researchers,SWC,12,2015,14,31,University of Melbourne,343,AU
2015-12-14-berkeley,SWC,12,2015,14,32,University of California Berkeley,343,US
2015-12-14-gfz-potsdam,"SWC,unresponsive",12,2015,14,,GFZ Potsdam,75,DE
2015-12-15-Southampton,SWC,12,2015,15,74,University of Southampton,278,GB
2015-12-15-rutgers,DC,12,2015,15,35,Rutgers University,302,US
2015-12-16-datacarpentry-onboarding,online,12,2015,16,0,Data Carpentry Onboarding,302,W3
2015-12-wise-uk,"SWC,WiSE",12,2015,14,34,University of Manchester,278,GB
2016-01-03-aas,SWC,01,2016,03,14,American Astronomical Society,173,US
2016-01-04-wise-umich,SWC,01,2016,04,30,University of Michigan,343,US
2016-01-05-ok-instructor-training,TTT,01,2016,05,19,Oklahoma State University,173,US
2016-01-06-UNL,SWC,01,2016,06,40,University of Nebraska,343,US
2016-01-06-bristol,SWC,01,2016,06,26,University of Bristol,278,GB
2016-01-07-uwash,SWC,01,2016,07,35,University of Washington,343,US
2016-01-07_asu_physics,SWC,01,2016,07,25,Arizona State University,343,US
2016-01-09-uwo,SWC,01,2016,09,31,Western University,297,CA
2016-01-11-dundee,SWC,01,2016,11,29,University of Dundee,343,GB
2016-01-11-huddersfield,SWC,01,2016,11,21,University of Huddersfield,278,GB
2016-01-11-nber,SWC,01,2016,11,30,National Bureau of Economic Research,343,US
2016-01-11-uwmadison,DC,01,2016,11,27,University of Wisconsin - Madison,343,US
2016-01-12-ou,SWC,01,2016,12,19,University of Oklahoma,343,US
2016-01-13-boston,SWC,01,2016,13,17,Boston College,173,US
2016-01-13-instructor-training-lausanne,TTT,01,2016,13,20,SIB Swiss Institute of Bioinformatics,360,CH
2016-01-14-berkeley,SWC,01,2016,14,35,Berkeley Institute for Data Science,343,US
2016-01-14-uwmadison,SWC,01,2016,14,29,University of Wisconsin - Madison,343,US
2016-01-16-ubc,"SWC,unresponsive",01,2016,16,0,University of British Columbia,297,CA
2016-01-16-waterloo,SWC,01,2016,16,28,University of Waterloo,297,CA
2016-01-18-brisbane-instructor-training,TTT,01,2016,18,25,University of Queensland,241,AU
2016-01-18-leeds,SWC,01,2016,18,25,University of Leeds,278,GB
2016-01-18-msu,DC,01,2016,18,13,Michigan State University,343,US
2016-01-19-cdc,SWC,01,2016,19,24,Centers for Disease Control,173,US
2016-01-19-cuny,SWC,01,2016,19,34,City University of New York,173,US
2016-01-19-london-nhm,DC,01,2016,19,19,National History Museum,278,GB
2016-01-19-sbu,DC,01,2016,19,35,Stony Brook University,302,US
2016-01-19-usda,DC,01,2016,19,32,United States Deparment of Agriculture,302,US
2016-01-21-melbourne-instructor-training,TTT,01,2016,21,27,University of Melbourne,232,AU
2016-01-21-training-florida,TTT,01,2016,21,25,University of Florida,173,US
2016-01-23-U-of-Arizona,"SWC,unresponsive",01,2016,23,0,University of Arizona,343,US
2016-01-25-Utrecht,"SWC,DC",01,2016,25,25,Netherlands eScience Center,343,NL
2016-01-26-london-nhm,DC,01,2016,26,15,National History Museum,278,GB
2016-01-28-NCSA,SWC,01,2016,28,20,University of Illinois at Chicago,343,US
2016-01-28-auckland-instructor-training,TTT,01,2016,28,20,University of Auckland,14,NZ
2016-01-29-UBC,"SWC,unresponsive",01,2015,29,0,University of British Columbia,343,CA
2016-01-30-UTA,SWC,01,2016,30,37,University of Texas Arlington,343,US
2016-01-30-UofArizonaIntroPython,SWC,01,2016,30,38,University of Arizona,343,US
2016-02-01-BrisbaneResBaz-Python,SWC,02,2016,01,32,Queensland University of Technology,343,AU
2016-02-01-BrisbaneResBaz-R,SWC,02,2016,01,34,Queensland University of Technology,343,AU
2016-02-01-ResBaz,SWC,02,2016,01,22,University of Sydney,343,AU
2016-02-01-ResBaz-Sydney-RBeginner,SWC,02,2016,01,15,University of Sydney,343,AU
2016-02-01-oslo,"DC,unresponsive",02,2016,01,0,University of Oslo,343,NO
2016-02-01-perth,SWC,02,2016,01,78,Curtin University,343,AU
2016-02-01-python-resbaz-2016,"SWC,unresponsive",02,2016,01,,University of Melbourne,343,AU
2016-02-01-rezbazsydneypython,SWC,02,2016,01,23,University of Sydney,343,AU
2016-02-02-SFU,"SWC,unresponsive",02,2016,02,0,Simon Fraser University,343,CA
2016-02-02-auckland,SWC,02,2016,02,50,University of Auckland,343,NZ
2016-02-02-otago,SWC,02,2016,02,51,University of Otago,343,NZ
2016-02-04-ornl,SWC,02,2016,04,15,Oak Ridge National Laboratory,173,US
2016-02-04-us_geo_survey,SWC,02,2016,04,32,United States Geological Survey,173,US
2016-02-05-nyas-R,SWC,02,2016,05,26,New York Academy of Sciences,173,US
2016-02-05-nyas-python,SWC,02,2016,05,32,New York Academy of Sciences,173,US
2016-02-06-uguelph,SWC,02,2016,06,27,University of Guelph,297,CA
2016-02-08-NCSA,SWC,02,2016,08,14,University of Illinois at Chicago,343,US
2016-02-16-EPCC,SWC,02,2016,16,22,University of Edinburgh,278,GB
2016-02-16-NIH,SWC,02,2016,16,21,National Institutes of Health,173,US
2016-02-16-training-online,"TTT,online",02,2016,16,27,Software Carpentry,173,W3
2016-02-16-ualberta,SWC,02,2016,16,14,University of Alberta,297,CA
2016-02-17-UCL_software_carpentry,SWC,02,2016,17,35,University College London,278,GB
2016-02-17-queens,"SWC,unresponsive",02,2016,17,0,Queen's University,297,CA
2016-02-18-cracov-acc-cyfronet,"SWC,unresponsive",02,2016,18,0,Cyfronet,306,PL
2016-02-18-ucalgary,SWC,02,2016,18,10,University of Calgary,297,CA
2016-02-22-iastate,DC,02,2016,22,26,Iowa State University,302,US
2016-02-22-miami-dc,DC,02,2016,22,29,University of Miami,302,US
2016-02-22-training-ucdavis,TTT,02,2016,22,25,University of California Davis,173,US
2016-02-22-tulane,SWC,02,2016,22,24,Tulane University,173,US
2016-02-22-ubco,"SWC,unresponsive",02,2016,22,0,University of British Columbia,297,CA
2016-02-22-upenn,SWC,02,2016,22,22,University of Pennsylvania,173,US
2016-02-25-NCSA,SWC,02,2016,25,26,University of Illinois at Chicago,343,US
2016-02-25-clemson,SWC,02,2016,25,20,Clemson University,343,US
2016-02-29-UMichigan,SWC,02,2016,29,46,University of Michigan,343,US
2016-03-01-Universite-Laval,SWC,03,2016,01,19,University of Laval,297,CA
2016-03-02-NMFS-Seattle,SWC,03,2016,02,34,National Oceanic and Atmospheric Administration,173,US
2016-03-04-ucmp,DC,03,2016,03,36,University of California Museum of Paleontology,302,US
2016-03-07-boston,DC,03,2016,07,39,Boston College,302,US
2016-03-07-notredame,DC,03,2016,07,15,University of Notre Dame,302,US
2016-03-07-uconn,DC,03,2016,07,19,University of Connecticut,302,US
2016-03-08-TGAC,SWC,03,2016,08,19,The Genome Analysis Centre,278,GB
2016-03-09-ttt-uw,TTT,03,2016,09,14,University of Washington,264,US
2016-03-10-CDT-reg-medicine,SWC,03,2016,10,10,EPSRC & MRC Centre for Doctoral Training (CDT) in Regenerative Medicine,278,GB
2016-03-12-Krakow,"SWC,unresponsive",03,2016,12,0,Cyfronet,306,PL
2016-03-12-ubc,"SWC,unresponsive",03,2016,12,0,University of British Columbia,297,CA
2016-03-14-miami,SWC,03,2016,14,30,University of Miami,173,US
2016-03-14-okstate,SWC,03,2016,14,15,Oklahoma State University,343,US
2016-03-15-OSLOdataGeo,"DC,unresponsive",03,2016,15,0,University of Oslo,302,NO
2016-03-15-Oslo-SWC,"SWC,unresponsive",03,2016,15,0,University of Oslo,216,NO
2016-03-15-Oslo-data-bio,DC,03,2016,15,19,University of Oslo,302,NO
2016-03-17-ou,SWC,03,2016,17,25,University of Oklahoma,343,US
2016-03-19-brocku,SWC,03,2016,19,18,Brock University,297,CA
2016-03-21-uconn,SWC,03,2016,21,19,University of Connecticut,173,US
2016-03-23-Imperial,SWC,03,2016,23,19,Imperial College London,278,GB
2016-03-24-UFII-SWC,SWC,03,2016,23,18,University of Florida,343,US
2016-03-28-miami,SWC,03,2016,28,19,University of Miami,173,US
2016-03-28-tucson,SWC,03,2016,28,12,University of Arizona,343,US
2016-03-29-gif-sur-yvette,"SWC,unresponsive",03,2016,29,0,Unit of Neuroscience Information and Complexity,343,FR
2016-03-30-Python-for-Positive-Psychology,SWC,03,2016,29,58,University of Melbourne,232,AU
2016-03-31-UNSW,SWC,03,2016,31,27,Intersect Australia,313,AU
2016-03-31-uw,SWC,03,2016,31,44,University of Washington,343,US
2016-04-02-UTA,SWC,04,2016,02,58,University of Texas Arlington,343,US
2016-04-02-conestoga,SWC,04,2016,02,48,Conestoga College,297,CA
2016-04-04-gonzaga,DC,04,2016,04,26,Gonzaga University,302,US
2016-04-04-ilmenau,SWC,04,2016,04,21,University of surrey,278,DE
2016-04-06-UON,SWC,04,2016,06,22,Intersect Australia,313,AU
2016-04-07-FederalReserveBoard,DC,04,2016,07,17,Federal Reserve Board,302,US
2016-04-11-dsiti,SWC,04,2016,11,16,"Department of Science, Information Technology and Innovation",343,AU
2016-04-11-unc,SWC,04,2016,11,28,University of North Carolina,343,US
2016-04-12-UTS,SWC,04,2016,12,21,Intersect Australia,313,AU
2016-04-12-boston_university,DC,04,2016,12,21,Boston University,302,US
2016-04-12-usgs_denver_DC,DC,04,2016,12,27,United States Geological Survey,302,US
2016-04-12-usgs_denver_SWC,SWC,04,2016,12,31,United States Geological Survey,173,US
2016-04-13-training-online,"TTT,online",04,2016,13,33,Software Carpentry,173,W3
2016-04-14-jacksonlabs,DC,04,2016,14,25,Jackson Laboratory,302,US
2016-04-14-ucsb,SWC,04,2016,14,40,University of California Santa Barbara,343,US
2016-04-15-UCSB,SWC,04,2016,15,40,University of California Santa Barbara,343,US
2016-04-17-instructor-training-nwu,TTT,04,2016,17,23,North-West University,381,ZA
2016-04-18-USYD,SWC,04,2016,18,18,Intersect Australia,313,AU
2016-04-18-leeds,SWC,04,2016,18,18,University of Leeds,278,GB
2016-04-18-pfr,SWC,04,2016,18,36,New Zealand eScience Infrastructure,131,NZ
2016-04-19-GriffithUni,SWC,04,2016,19,22,Griffith University,343,AU
2016-04-19-USDA-Athens-GA,DC,04,2016,19,30,United States Deparment of Agriculture,302,US
2016-04-23-OSU-Spring,DC,04,2016,23,15,Ohio State,343,US
2016-04-25-UW-mke,SWC,04,2016,25,27,University of Wisconsin - Madison,343,US
2016-04-25-stanford,SWC,04,2016,25,47,Stanford University,173,US
